RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;PROEJA - INTEGRADO;2686469;TECNICO EM ALIMENTOS PROEJA - INTEGRADO 12/02/2020 20/12/2022;12/02/2020;20/12/2022;2400;1200;2400;2,5;;1043;2,3011;839,8849;1,0499;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,5249 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ELETROMECANICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;SUBSEQUENTE;2686471;TECNICO EM ELETROMECANICA SUBSEQUENTE 17/02/2020 20/12/2021;17/02/2020;20/12/2021;1330;1200;1200;2,5;;673;1,7831;650,8172;0,8135;;;01/01/2023;31/12/2023;19;0;0;0;0;182,5; 0,5000 ; 0,4068 ; 3,8642 ; 9,6606 ; -     ; 9,6606 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2686473;TECNICO EM ADMINISTRACAO SUBSEQUENTE 17/02/2020 30/07/2021;17/02/2020;30/07/2021;1000;800;800;1;;530;1,5094;550,9434;0,6887;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,3443 ; 0,3443 ; 0,3443 ; -     ; 0,3443 ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2686474;ADMINISTRACAO  17/02/2020 20/12/2023;17/02/2020;20/12/2023;3100;3000;3000;1;;1403;2,1383;780,4704;0,9756;;;01/01/2023;31/12/2023;31;0;0;354;0;0; 0,9699 ; 0,9462 ; 29,3318 ; 29,3318 ; -     ; 29,3318 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2686475;ARQUITETURA E URBANISMO  17/02/2020 20/12/2024;17/02/2020;20/12/2024;4264;3600;3600;2,5;;1769;2,0350;742,7925;0,9285;;;01/01/2023;31/12/2023;28;365;0;0;0;0; 1,0000 ; 0,9285 ; 25,9977 ; 64,9943 ; -     ; 64,9943 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;;2686476;ALIMENTOS  17/02/2020 20/12/2022;17/02/2020;20/12/2022;2600;2400;2400;2,5;;1038;2,3121;843,9306;1,0549;;;01/01/2023;31/12/2023;15;0;0;0;0;182,5; 0,5000 ; 0,5275 ; 3,9559 ; 9,8898 ; -     ; 9,8898 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2686477;CIENCIAS BIOLOGICAS  17/02/2020 20/12/2023;17/02/2020;20/12/2023;3304;3200;3200;2,5;;1403;2,2808;832,5018;1,0406;;;01/01/2023;31/12/2023;11;0;0;354;0;0; 0,9699 ; 1,0093 ; 11,1019 ; 27,7548 ; -     ; 27,7548 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2686478;MATEMATICA  17/02/2020 20/12/2023;17/02/2020;20/12/2023;3376;3200;3200;2,5;;1403;2,2808;832,5018;1,0406;;;01/01/2023;31/12/2023;17;0;0;354;0;0; 0,9699 ; 1,0093 ; 17,1575 ; 42,8938 ; -     ; 42,8938 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2760969;TECNICO EM ADMINISTRACAO SUBSEQUENTE 05/04/2021 15/07/2022;05/04/2021;15/07/2022;1000;800;800;1;;467;1,7131;625,2677;0,7816;;;01/01/2023;31/12/2023;40;0;0;0;0;182,5; 0,5000 ; 0,3908 ; 7,8158 ; 7,8158 ; -     ; 7,8158 ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ELETROMECANICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;SUBSEQUENTE;2760971;TECNICO EM ELETROMECANICA SUBSEQUENTE 05/04/2021 20/12/2022;05/04/2021;20/12/2022;1330;1200;1200;2,5;;625;1,9200;700,8000;0,8760;;;01/01/2023;31/12/2023;32;0;0;0;0;182,5; 0,5000 ; 0,4380 ; 7,0080 ; 17,5200 ; -     ; 17,5200 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EDIFICACOES;INFRAESTRUTURA;NÃO;INTEGRADO;2760972;TECNICO EM EDIFICACOES INTEGRADO 05/04/2021 20/12/2023;05/04/2021;20/12/2023;3350;1200;3200;2,5;;990;3,2323;1.179,7980;1,4747;;;01/01/2023;31/12/2023;27;0;0;354;0;0; 0,9699 ; 1,4303 ; 38,6182 ; 96,5455 ; -     ; 96,5455 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM MOVEIS;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2760975;TECNICO EM MOVEIS INTEGRADO 05/04/2021 20/12/2023;05/04/2021;20/12/2023;3300;1200;3200;2,5;;990;3,2323;1.179,7980;1,4747;;;01/01/2023;31/12/2023;22;0;0;354;0;0; 0,9699 ; 1,4303 ; 31,4667 ; 78,6667 ; -     ; 78,6667 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2760978;CIENCIAS BIOLOGICAS  05/04/2021 20/12/2024;05/04/2021;20/12/2024;3304;3200;3200;2,5;;1356;2,3599;861,3569;1,0767;;;01/01/2023;31/12/2023;19;365;0;0;0;0; 1,0000 ; 1,0767 ; 20,4572 ; 51,1431 ; -     ; 51,1431 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2760979;MATEMATICA  05/04/2021 20/12/2024;05/04/2021;20/12/2024;3376;3200;3200;2,5;;1356;2,3599;861,3569;1,0767;;;01/01/2023;31/12/2023;24;365;0;0;0;0; 1,0000 ; 1,0767 ; 25,8407 ; 64,6018 ; -     ; 64,6018 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2760980;ADMINISTRACAO  05/04/2021 20/12/2024;05/04/2021;20/12/2024;3100;3000;3000;1;;1356;2,2124;807,5221;1,0094;;;01/01/2023;31/12/2023;32;365;0;0;0;0; 1,0000 ; 1,0094 ; 32,3009 ; 32,3009 ; -     ; 32,3009 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2760982;ARQUITETURA E URBANISMO  05/04/2021 20/12/2025;05/04/2021;20/12/2025;4264;3600;3600;2,5;;1721;2,0918;763,5096;0,9544;;;01/01/2023;31/12/2023;31;365;0;0;0;0; 1,0000 ; 0,9544 ; 29,5860 ; 73,9650 ; -     ; 73,9650 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;;2760983;ALIMENTOS  05/04/2021 20/12/2023;05/04/2021;20/12/2023;2600;2400;2400;2,5;;990;2,4242;884,8485;1,1061;;;01/01/2023;31/12/2023;28;0;0;354;0;0; 0,9699 ; 1,0727 ; 30,0364 ; 75,0909 ; -     ; 75,0909 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;PROEJA - INTEGRADO;2761865;TECNICO EM ALIMENTOS PROEJA - INTEGRADO 05/04/2021 20/12/2023;05/04/2021;20/12/2023;2400;1200;2400;2,5;;990;2,4242;884,8485;1,1061;;;01/01/2023;31/12/2023;6;0;0;354;0;0; 0,9699 ; 1,0727 ; 6,4364 ; 16,0909 ; -     ; 16,0909 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2778284;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  30/04/2021 31/10/2022;30/04/2021;31/10/2022;372;360;360;2;;550;0,6545;238,9091;0,2986;;;01/01/2023;31/12/2023;15;0;0;0;0;182,5; 0,5000 ; 0,1493 ; 1,1199 ; 2,2398 ; -     ; 2,2398 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - GESTAO E NEGOCIOS;GESTAO E NEGOCIOS;NÃO;;2808779;ESPECIALIZACAO - GESTAO E NEGOCIOS  22/09/2021 30/03/2023;22/09/2021;30/03/2023;420;360;360;1;;555;0,6486;236,7568;0,2959;;;01/01/2023;31/12/2023;18;0;0;89;0;0; 0,2438 ; 0,0722 ; 1,2989 ; 1,2989 ; -     ; 1,2989 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EDIFICACOES;INFRAESTRUTURA;NÃO;INTEGRADO;2840056;TECNICO EM EDIFICACOES INTEGRADO 16/02/2022 20/12/2024;16/02/2022;20/12/2024;3350;1200;3200;2,5;;1039;3,0799;1.124,1578;1,4052;;;01/01/2023;31/12/2023;29;365;0;0;0;0; 1,0000 ; 1,4052 ; 40,7507 ; 101,8768 ; -     ; 101,8768 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM MOVEIS;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2840057;TECNICO EM MOVEIS INTEGRADO 16/02/2022 20/12/2024;16/02/2022;20/12/2024;3300;1200;3200;2,5;;1039;3,0799;1.124,1578;1,4052;;;01/01/2023;31/12/2023;32;365;0;0;0;0; 1,0000 ; 1,4052 ; 44,9663 ; 112,4158 ; -     ; 112,4158 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2840058;TECNICO EM ADMINISTRACAO SUBSEQUENTE 16/02/2022 15/07/2023;16/02/2022;15/07/2023;1000;800;800;1;;515;1,5534;566,9903;0,7087;;;01/01/2023;31/12/2023;108;0;0;196;0;0; 0,5370 ; 0,3806 ; 41,1029 ; 41,1029 ; -     ; 41,1029 ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ELETROMECANICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;SUBSEQUENTE;2840060;TECNICO EM ELETROMECANICA SUBSEQUENTE 16/02/2022 20/12/2023;16/02/2022;20/12/2023;1330;1200;1200;2,5;;673;1,7831;650,8172;0,8135;;;01/01/2023;31/12/2023;34;0;0;354;0;0; 0,9699 ; 0,7890 ; 26,8262 ; 67,0654 ; -     ; 67,0654 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM MECATRONICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;INTEGRADO;2840063;TECNICO EM MECATRONICA INTEGRADO 16/02/2022 20/12/2024;16/02/2022;20/12/2024;3390;1200;3200;2,5;;1039;3,0799;1.124,1578;1,4052;;;01/01/2023;31/12/2023;32;365;0;0;0;0; 1,0000 ; 1,4052 ; 44,9663 ; 112,4158 ; -     ; 112,4158 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;;2846460;ALIMENTOS  16/02/2022 20/12/2024;16/02/2022;20/12/2024;2600;2400;2400;2,5;;1039;2,3099;843,1184;1,0539;;;01/01/2023;31/12/2023;15;365;0;0;0;0; 1,0000 ; 1,0539 ; 15,8085 ; 39,5212 ; -     ; 39,5212 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2846467;ADMINISTRACAO  16/02/2022 20/12/2025;16/02/2022;20/12/2025;3100;3000;3000;1;;1404;2,1368;779,9145;0,9749;;;01/01/2023;31/12/2023;34;365;0;0;0;0; 1,0000 ; 0,9749 ; 33,1464 ; 33,1464 ; -     ; 33,1464 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2846468;ARQUITETURA E URBANISMO  16/02/2022 20/12/2026;16/02/2022;20/12/2026;4264;3600;3600;2,5;;1769;2,0350;742,7925;0,9285;;;01/01/2023;31/12/2023;29;365;0;0;0;0; 1,0000 ; 0,9285 ; 26,9262 ; 67,3156 ; -     ; 67,3156 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2846471;CIENCIAS BIOLOGICAS  16/02/2022 20/12/2025;16/02/2022;20/12/2025;3304;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;13;365;0;0;0;0; 1,0000 ; 1,0399 ; 13,5185 ; 33,7963 ; -     ; 33,7963 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2846472;MATEMATICA  16/02/2022 20/12/2025;16/02/2022;20/12/2025;3376;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;25;365;0;0;0;0; 1,0000 ; 1,0399 ; 25,9972 ; 64,9929 ; -     ; 64,9929 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;LICENCIATURA;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2895223;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES  01/08/2022 01/08/2024;01/08/2022;01/08/2024;1040;3200;3200;2,5;;732;1,4208;518,5792;0,6482;;;01/01/2023;31/12/2023;38;365;0;0;0;0; 1,0000 ; 0,6482 ; 24,6325 ; 61,5813 ; -     ; 61,5813 ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - CONTROLE E PROCESSOS INDUSTRIAIS;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;;2904402;QUALIFICACAO PROFISSIONAL - CONTROLE E PROCESSOS INDUSTRIAIS  01/08/2022 04/11/2022;01/08/2022;04/11/2022;20;160;20;1;;96;0,2083;20,0000;0,0250;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 1,9010 ; 0,0475 ; -     ; -     ; -     ; -     ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2904404;QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  01/08/2022 05/11/2022;01/08/2022;05/11/2022;20;160;20;1;;97;0,2062;20,0000;0,0250;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 1,8814 ; 0,0470 ; -     ; -     ; -     ; -     ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2906936;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  01/08/2022 09/03/2024;01/08/2022;09/03/2024;375;360;360;2;;587;0,6133;223,8501;0,2798;;;01/01/2023;31/12/2023;27;365;0;0;0;0; 1,0000 ; 0,2798 ; 7,5549 ; 15,1099 ; -     ; 15,1099 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2904416;QUALIFICACAO PROFISSIONAL - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  10/08/2022 16/11/2022;10/08/2022;16/11/2022;20;160;20;1;;99;0,2020;20,0000;0,0250;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 1,8434 ; 0,0461 ; -     ; -     ; -     ; -     ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - INFORMACAO E COMUNICACAO;INFORMACAO E COMUNICACAO;NÃO;;2900677;QUALIFICACAO PROFISSIONAL - INFORMACAO E COMUNICACAO  11/08/2022 24/11/2022;11/08/2022;24/11/2022;30;160;30;1;;106;0,2830;30,0000;0,0375;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 1,7217 ; 0,0646 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);AGRICULTOR ORGANICO;RECURSOS NATURAIS;NÃO;;2900701;AGRICULTOR ORGANICO  12/08/2022 15/08/2022;12/08/2022;15/08/2022;20;160;20;1;;4;5,0000;20,0000;0,0250;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 45,6250 ; 1,1406 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - PRODUCAO ALIMENTICIA;PRODUCAO ALIMENTICIA;NÃO;;2900668;QUALIFICACAO PROFISSIONAL - PRODUCAO ALIMENTICIA  17/08/2022 19/08/2022;17/08/2022;19/08/2022;8;160;8;1;;3;2,6667;8,0000;0,0100;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 60,8333 ; 0,6083 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM MOVEIS;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2946875;TECNICO EM MOVEIS INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3300;1200;3200;2,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;32;0;321;0;0;0; 0,8795 ; 1,2346 ; 39,5077 ; 98,7692 ; -     ; 98,7692 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EDIFICACOES;INFRAESTRUTURA;NÃO;INTEGRADO;2946876;TECNICO EM EDIFICACOES INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3350;1200;3200;2,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;33;0;321;0;0;0; 0,8795 ; 1,2346 ; 40,7423 ; 101,8558 ; -     ; 101,8558 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM MECATRONICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;INTEGRADO;2946885;TECNICO EM MECATRONICA INTEGRADO 14/02/2023 19/12/2025;14/02/2023;19/12/2025;3390;1200;3200;2,5;;1040;3,0769;1.123,0769;1,4038;;;01/01/2023;31/12/2023;35;0;321;0;0;0; 0,8795 ; 1,2346 ; 43,2115 ; 108,0288 ; -     ; 108,0288 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2946888;TECNICO EM ADMINISTRACAO SUBSEQUENTE 14/02/2023 15/12/2023;14/02/2023;15/12/2023;800;800;800;1;;305;2,6230;800,0000;1,0000;;;01/01/2023;31/12/2023;120;0;0;0;305;0; 1,0000 ; 1,0000 ; 120,0000 ; 120,0000 ; -     ; 120,0000 ;EAD FP;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ELETROMECANICA;CONTROLE E PROCESSOS INDUSTRIAIS;NÃO;SUBSEQUENTE;2946891;TECNICO EM ELETROMECANICA SUBSEQUENTE 14/02/2023 20/12/2024;14/02/2023;20/12/2024;1330;1200;1200;2,5;;676;1,7751;647,9290;0,8099;;;01/01/2023;31/12/2023;36;0;321;0;0;0; 0,8795 ; 0,7123 ; 25,6420 ; 64,1050 ; -     ; 64,1050 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;PROEJA - INTEGRADO;2957376;TECNICO EM ALIMENTOS PROEJA - INTEGRADO 14/02/2023 20/12/2025;14/02/2023;20/12/2025;2400;1200;2400;2,5;;1041;2,3055;841,4986;1,0519;;;01/01/2023;31/12/2023;17;0;321;0;0;0; 0,8795 ; 0,9251 ; 15,7262 ; 39,3156 ; -     ; 39,3156 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2958903;ADMINISTRACAO  14/02/2023 18/12/2026;14/02/2023;18/12/2026;3000;3000;3000;1;;1404;2,1368;779,9145;0,9749;;;01/01/2023;31/12/2023;47;0;321;0;0;0; 0,8795 ; 0,8574 ; 40,2965 ; 40,2965 ; -     ; 40,2965 ;PRESENCIAL;;;;;;;
RS;SANTA ROSA;IFFARROUPILHA;CAMPUS SANTA ROSA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ARQUITETURA E URBANISMO;INFRAESTRUTURA;NÃO;;2958915;ARQUITETURA E URBANISMO  14/02/2023 17/12/2027;14/02/2023;17/12/2027;4178;3600;3600;2,5;;1768;2,0362;743,2127;0,9290;;;01/01/2023;31/12/2023;33;0;321;0;0;0; 0,8795 ; 0,8170 ; 26,9618 ; 67,4046 ; -     ; 67,4046 ;PRESENCIAL;;;;;;;
